PartitionKey,RowKey,Timestamp,HotelLocationTemp,HotelLocationTemp@type,MillisecondsToReservation,MillisecondsToReservation@type,ReservationDateTime,ReservationDateTime@type,ReservationId,ReservationId@type,Reserved,Reserved@type,RoomType,RoomType@type,UserLocationTemp,UserLocationTemp@type,ViewDateTime,ViewDateTime@type
b7d44152-d9f2-4260-b2da-e23485ab4bac,c9b7a7b7-bb33-4376-8927-e88ebcbb3471,2020-11-09T18:28:51.912Z,25,Edm.Int32,159602,Edm.Double,2005-10-21T07:02:39.602Z,Edm.DateTime,b1cb128a-38fc-47aa-83c3-89b74d32c79e,Edm.Guid,1,Edm.Int32,presidential,Edm.String,34,Edm.Int32,2005-10-21T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,ca3c2c8e-900f-4342-a71e-5dcf4fa8e1ad,2020-11-09T18:28:07.275Z,32,Edm.Int32,,,,,8745389b-e207-4a11-a34a-afd31dc2665d,Edm.Guid,0,Edm.Int32,presidential,Edm.String,30,Edm.Int32,2016-07-27T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,ca8cf752-9e83-4130-9e50-04749e2d576c,2020-11-09T18:28:27.021Z,25,Edm.Int32,306160,Edm.Double,2007-06-12T07:05:06.160Z,Edm.DateTime,b6e511f0-24c0-4ab9-a980-d4ff4e1ba08c,Edm.Guid,1,Edm.Int32,twin,Edm.String,34,Edm.Int32,2007-06-12T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,cbb5fb32-eee8-42a9-b7ca-3f7b09c84e8d,2020-11-09T18:28:28.980Z,29,Edm.Int32,410,Edm.Double,2000-06-20T07:00:00.410Z,Edm.DateTime,bb0d04a1-5ab3-4e11-8ba2-32f24077719b,Edm.Guid,1,Edm.Int32,presidential,Edm.String,17,Edm.Int32,2000-06-20T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,cbc4683b-2123-4776-a756-4a2711be0cc7,2020-11-09T18:28:42.445Z,36,Edm.Int32,222987,Edm.Double,2010-04-18T07:03:42.987Z,Edm.DateTime,6a5a4ac7-2488-4a1e-9fac-6e3b9ea653f0,Edm.Guid,1,Edm.Int32,queen,Edm.String,28,Edm.Int32,2010-04-18T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,cee77403-e726-4628-8b29-1d78800976f3,2020-11-09T18:28:38.892Z,32,Edm.Int32,33369,Edm.Double,2015-09-21T07:00:33.369Z,Edm.DateTime,138fa17f-9cb2-4613-9b70-1b93822f9e82,Edm.Guid,1,Edm.Int32,twin,Edm.String,-37,Edm.Int32,2015-09-21T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,d0d7c6d2-f9dd-4c1d-98ea-35e528321919,2020-11-09T18:28:14.462Z,35,Edm.Int32,255576,Edm.Double,2010-10-24T07:04:15.576Z,Edm.DateTime,20984caf-a8cf-483f-b974-611b62ce7720,Edm.Guid,1,Edm.Int32,queen,Edm.String,32,Edm.Int32,2010-10-24T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,d1a22eac-104b-4ed6-ba2e-a61eb1118092,2020-11-09T18:28:43.596Z,28,Edm.Int32,,,,,74147393-dbac-4583-b773-f6bcd655177f,Edm.Guid,0,Edm.Int32,king,Edm.String,-37,Edm.Int32,2011-03-01T08:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,d23b6cde-97b2-4cb0-be61-ba3a5885ad9b,2020-11-09T18:28:36.538Z,27,Edm.Int32,,,,,936636ea-ba68-47d9-883f-2e6003c46256,Edm.Guid,0,Edm.Int32,queen,Edm.String,22,Edm.Int32,1996-07-02T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,d241f5bb-1750-4b53-b22c-006bde08a494,2020-11-09T18:28:16.643Z,25,Edm.Int32,,,,,db4c5584-f163-47ff-b5ca-0723b9559e6e,Edm.Guid,0,Edm.Int32,king,Edm.String,32,Edm.Int32,2011-02-06T08:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,d242561b-78f9-4089-b876-b4d61440ddd4,2020-11-09T18:28:39.753Z,37,Edm.Int32,,,,,f8cfeb75-3a45-4874-8b34-077012954805,Edm.Guid,0,Edm.Int32,twin,Edm.String,18,Edm.Int32,2020-02-29T08:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,d4127998-bd7f-456b-8565-44e34eb382be,2020-11-09T18:28:46.733Z,29,Edm.Int32,59305,Edm.Double,2002-09-27T07:00:59.305Z,Edm.DateTime,fe9ac437-ce33-4a59-a08a-9690b00a7ad9,Edm.Guid,1,Edm.Int32,twin,Edm.String,6,Edm.Int32,2002-09-27T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,d76926e3-7746-451c-88df-4df8f59d74d2,2020-11-09T18:28:34.149Z,26,Edm.Int32,,,,,9841cf58-7955-4cd4-995d-4e010682126a,Edm.Guid,0,Edm.Int32,twin,Edm.String,15,Edm.Int32,2003-07-22T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,d9538e5c-8518-4804-9bf3-ac1977111400,2020-11-09T18:28:47.033Z,28,Edm.Int32,,,,,d432f5a9-3701-434f-bb1c-d26374575c9a,Edm.Guid,0,Edm.Int32,presidential,Edm.String,-35,Edm.Int32,1999-11-27T08:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,da3d1f96-8291-4473-ae4b-949d7c63db39,2020-11-09T18:28:18.688Z,36,Edm.Int32,338574,Edm.Double,2017-03-13T07:05:38.574Z,Edm.DateTime,fe57bc70-ce1d-4e9b-892f-e1e6e3f6fc12,Edm.Guid,1,Edm.Int32,twin,Edm.String,33,Edm.Int32,2017-03-13T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,da5323f6-9d10-475b-9c40-b42122471b2d,2020-11-09T18:28:27.456Z,37,Edm.Int32,8620,Edm.Double,2015-06-29T07:00:08.620Z,Edm.DateTime,04f42cd5-ccb0-4e14-be76-de201b76c2d4,Edm.Guid,1,Edm.Int32,king,Edm.String,19,Edm.Int32,2015-06-29T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,daf2b142-df1b-4709-9bf5-c89e36c0a4bf,2020-11-09T18:28:33.475Z,38,Edm.Int32,51727,Edm.Double,2008-05-18T07:00:51.727Z,Edm.DateTime,db69a23e-fd55-4463-b827-234a1fe69689,Edm.Guid,1,Edm.Int32,twin,Edm.String,-8,Edm.Int32,2008-05-18T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,dcb32be0-5aab-42cb-abf1-73a5a619df0c,2020-11-09T18:28:26.789Z,35,Edm.Int32,23756,Edm.Double,2008-03-19T07:00:23.756Z,Edm.DateTime,f59a8ec6-a73e-467b-a0f5-938810521b7b,Edm.Guid,1,Edm.Int32,twin,Edm.String,20,Edm.Int32,2008-03-19T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,dd41a1ed-368f-4182-ad70-93286bc98d48,2020-11-09T18:28:45.404Z,26,Edm.Int32,7010,Edm.Double,2007-09-02T07:00:07.010Z,Edm.DateTime,feb19117-686e-4180-aa78-7146721504b4,Edm.Guid,1,Edm.Int32,king,Edm.String,16,Edm.Int32,2007-09-02T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,ddb9d73c-08a7-4674-9d24-7e5cf084a374,2020-11-09T18:28:15.186Z,25,Edm.Int32,,,,,5283377f-12d0-4f02-9dbb-d82f1b8d7914,Edm.Guid,0,Edm.Int32,king,Edm.String,14,Edm.Int32,2008-03-19T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,ded18180-2a12-40a9-b01d-e61d1fb9d85e,2020-11-09T18:28:30.855Z,30,Edm.Int32,,,,,f4f1eebd-7f42-4ec4-81a0-ba35e4786145,Edm.Guid,0,Edm.Int32,queen,Edm.String,30,Edm.Int32,2015-09-15T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,deff3e08-d430-4f2f-a043-0d508219a492,2020-11-09T18:28:27.504Z,38,Edm.Int32,9016,Edm.Double,2008-12-02T08:00:09.016Z,Edm.DateTime,5e3c77cf-88af-4ced-b15d-bc36bf9fab09,Edm.Guid,1,Edm.Int32,king,Edm.String,17,Edm.Int32,2008-12-02T08:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,df655be7-eaa1-425c-a43a-1e6d102816e6,2020-11-09T18:28:35.436Z,34,Edm.Int32,,,,,99352193-bb04-4847-a89a-74eb1c3982dc,Edm.Guid,0,Edm.Int32,king,Edm.String,26,Edm.Int32,2011-05-22T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,df824ce4-d724-4625-8b5e-585dfc4f18e6,2020-11-09T18:28:26.978Z,36,Edm.Int32,,,,,5697a46f-2d08-482e-bd4f-06c814f65028,Edm.Guid,0,Edm.Int32,twin,Edm.String,-14,Edm.Int32,2001-12-03T08:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,dfd3a237-2a53-4b60-9618-357831abc5e1,2020-11-09T18:28:30.054Z,35,Edm.Int32,6153,Edm.Double,2012-05-15T07:00:06.153Z,Edm.DateTime,e01ac81f-6ef3-45d8-b7bd-964e480bff68,Edm.Guid,1,Edm.Int32,presidential,Edm.String,22,Edm.Int32,2012-05-15T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,dfd41767-b863-4f03-b8c4-93c35145c0f7,2020-11-09T18:28:27.357Z,34,Edm.Int32,,,,,fca429c7-7c8f-448f-807b-4a9623828941,Edm.Guid,0,Edm.Int32,queen,Edm.String,35,Edm.Int32,2015-09-04T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,e0aa0f5b-c18e-4f5d-afe8-fc93bb782486,2020-11-09T18:28:42.800Z,31,Edm.Int32,223905,Edm.Double,2003-02-03T08:03:43.905Z,Edm.DateTime,539a50be-9f14-4a2d-ae18-f7b44c476ae5,Edm.Guid,1,Edm.Int32,queen,Edm.String,39,Edm.Int32,2003-02-03T08:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,e16ba855-8a30-446d-8645-cb4260962699,2020-11-09T18:28:37.500Z,35,Edm.Int32,19887,Edm.Double,2019-05-27T07:00:19.887Z,Edm.DateTime,8253388c-9fb0-4687-9532-6c30de63d94c,Edm.Guid,1,Edm.Int32,king,Edm.String,-1,Edm.Int32,2019-05-27T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,e1c13192-b096-47f3-ac29-b1d7ad0d7483,2020-11-09T18:28:07.798Z,28,Edm.Int32,,,,,dbd3e2b2-877e-4ac0-9e21-f7104339ce01,Edm.Guid,0,Edm.Int32,presidential,Edm.String,20,Edm.Int32,2000-07-26T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,e2e5cc64-ecc2-4628-901b-993f7720da20,2020-11-09T18:28:27.757Z,30,Edm.Int32,,,,,d823e5b2-35ad-4d56-8f03-0f45b6f75f3a,Edm.Guid,0,Edm.Int32,presidential,Edm.String,17,Edm.Int32,1997-06-06T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,e36288dd-086f-484f-80e9-878c51e991a0,2020-11-09T18:28:13.004Z,34,Edm.Int32,,,,,321c60a8-01ad-42ad-ab2f-b72335139d7e,Edm.Guid,0,Edm.Int32,king,Edm.String,31,Edm.Int32,1999-06-30T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,e3a37725-a757-4288-a080-5baefbeb9583,2020-11-09T18:28:35.188Z,38,Edm.Int32,,,,,a644bdae-dd59-47b8-8027-b9457a629630,Edm.Guid,0,Edm.Int32,presidential,Edm.String,-20,Edm.Int32,2019-10-19T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,e3a61248-167b-4545-8ab0-8d97b2af3d31,2020-11-09T18:28:20.143Z,34,Edm.Int32,,,,,05167ddb-817c-4bf5-a5ea-166b65101a5a,Edm.Guid,0,Edm.Int32,presidential,Edm.String,21,Edm.Int32,2012-04-24T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,e3ec4aa7-f9eb-41be-8e22-665e6799b9f6,2020-11-09T18:28:08.878Z,35,Edm.Int32,23476,Edm.Double,2016-08-18T07:00:23.476Z,Edm.DateTime,f30f998f-bdfc-4595-b80e-f1f34fd7b0ff,Edm.Guid,1,Edm.Int32,presidential,Edm.String,-22,Edm.Int32,2016-08-18T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,e4ecfa14-0c62-4e6f-950a-af92309bf45b,2020-11-09T18:28:49.625Z,26,Edm.Int32,,,,,1ac88ec3-fd06-49cd-a7fb-ae12917a6ee1,Edm.Guid,0,Edm.Int32,presidential,Edm.String,36,Edm.Int32,2017-02-06T08:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,e50d5ee8-a8ff-407b-a02e-95075fcf980d,2020-11-09T18:28:44.653Z,30,Edm.Int32,21017,Edm.Double,2002-06-27T07:00:21.017Z,Edm.DateTime,8709ca7c-0b96-4c45-bf61-047427507b43,Edm.Guid,1,Edm.Int32,queen,Edm.String,21,Edm.Int32,2002-06-27T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,e85bd839-23db-4872-a53c-5014c73a8c5d,2020-11-09T18:28:07.407Z,32,Edm.Int32,,,,,5b81b8c6-c880-4155-93e9-23d0aedbe50d,Edm.Guid,0,Edm.Int32,presidential,Edm.String,7,Edm.Int32,2010-11-22T08:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,e87ebf99-9cf7-4f4d-ba99-03f687f6cb29,2020-11-09T18:28:45.444Z,27,Edm.Int32,,,,,92b3c350-36da-4c4b-80b9-6e20dffba65c,Edm.Guid,0,Edm.Int32,presidential,Edm.String,28,Edm.Int32,2017-09-26T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,e9437be3-ddb4-42ab-aeba-38f58bf4fb45,2020-11-09T18:28:40.986Z,31,Edm.Int32,,,,,aa8df617-ecc0-497c-b69c-d6f101406173,Edm.Guid,0,Edm.Int32,presidential,Edm.String,28,Edm.Int32,2015-08-21T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,e9b52c79-3651-4c58-afb4-6934c34c3c30,2020-11-09T18:28:34.583Z,27,Edm.Int32,232604,Edm.Double,2008-02-24T08:03:52.604Z,Edm.DateTime,aa535fa5-1277-47a2-b977-bfebecc0f951,Edm.Guid,1,Edm.Int32,queen,Edm.String,26,Edm.Int32,2008-02-24T08:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,ea32ea77-24d2-413f-87b7-dda58c795af8,2020-11-09T18:28:08.028Z,32,Edm.Int32,,,,,82785912-9de4-45e2-bc76-48c6879f20ce,Edm.Guid,0,Edm.Int32,twin,Edm.String,4,Edm.Int32,2011-12-24T08:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,ea60a660-194d-4e17-8f50-9a41fddc4b76,2020-11-09T18:28:31.157Z,36,Edm.Int32,66916,Edm.Double,2002-11-23T08:01:06.916Z,Edm.DateTime,8a51f8f5-85dc-4b76-bd59-4f71a142d2d2,Edm.Guid,1,Edm.Int32,twin,Edm.String,-36,Edm.Int32,2002-11-23T08:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,eaf2c263-01b8-40b4-b669-72293376c2a6,2020-11-09T18:28:48.567Z,34,Edm.Int32,,,,,c76c5a13-7f56-48a3-92c6-551418af507e,Edm.Guid,0,Edm.Int32,king,Edm.String,39,Edm.Int32,2010-09-20T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,eb3ab744-7859-4f3c-bf4a-58f382896ccb,2020-11-09T18:28:24.604Z,28,Edm.Int32,,,,,e358a36c-a9fa-49f2-a3c1-99e66c120a48,Edm.Guid,0,Edm.Int32,presidential,Edm.String,28,Edm.Int32,2001-08-22T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,eb4d3c6a-cebc-4f27-8a56-b44dcd42cebd,2020-11-09T18:28:13.445Z,34,Edm.Int32,,,,,0b15ec47-f4eb-4a72-b9cd-e73ecdaa430c,Edm.Guid,0,Edm.Int32,twin,Edm.String,30,Edm.Int32,2000-03-29T08:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,ec25089c-7ac1-4154-92aa-0143665b5469,2020-11-09T18:28:19.115Z,33,Edm.Int32,7201,Edm.Double,2017-03-01T08:00:07.201Z,Edm.DateTime,421b3b0e-50ca-43e4-af25-6cecc235a6f4,Edm.Guid,1,Edm.Int32,queen,Edm.String,22,Edm.Int32,2017-03-01T08:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,ecc91299-4ce3-4aa5-8baf-368dd66e2066,2020-11-09T18:28:18.074Z,38,Edm.Int32,,,,,4116bc22-1ed0-4598-a964-df05d4db64ee,Edm.Guid,0,Edm.Int32,presidential,Edm.String,19,Edm.Int32,2019-08-20T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,ed2f30b0-3278-4a77-bffe-17d79283b738,2020-11-09T18:28:14.420Z,28,Edm.Int32,,,,,6d55e07d-17bc-4bac-a1bc-c35b9200e9e4,Edm.Guid,0,Edm.Int32,twin,Edm.String,-28,Edm.Int32,2019-11-24T08:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,ed888cf0-9e27-42cf-af12-ac6d155d5eba,2020-11-09T18:28:29.865Z,27,Edm.Int32,,,,,4b27eaa6-7ca8-4f21-bf2f-ff0712030dff,Edm.Guid,0,Edm.Int32,king,Edm.String,39,Edm.Int32,2009-05-05T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,ee35eaf7-f3ca-4e6e-b1af-3477ca874350,2020-11-09T18:28:45.530Z,37,Edm.Int32,5380,Edm.Double,2002-07-03T07:00:05.380Z,Edm.DateTime,61647e07-ae51-4f8f-adeb-58383ea8b045,Edm.Guid,1,Edm.Int32,king,Edm.String,-30,Edm.Int32,2002-07-03T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,efeb2dc9-3e4a-48da-a078-620f8a2c0589,2020-11-09T18:28:51.699Z,37,Edm.Int32,,,,,8cc63d42-9df7-4ab6-abb8-7843dfc461a3,Edm.Guid,0,Edm.Int32,king,Edm.String,29,Edm.Int32,2015-05-19T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,f1852e98-52d8-4b10-ab10-f1480d80d4d6,2020-11-09T18:28:30.321Z,32,Edm.Int32,,,,,2b17d67f-b0fe-42fb-be60-d2788d66b0fa,Edm.Guid,0,Edm.Int32,king,Edm.String,17,Edm.Int32,2006-12-24T08:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,f2b8c033-2963-4bc5-8159-0240e3bbfb98,2020-11-09T18:28:40.412Z,31,Edm.Int32,73445,Edm.Double,2016-08-14T07:01:13.445Z,Edm.DateTime,2327c81f-fd95-4010-b3ce-5a5b6a274e52,Edm.Guid,1,Edm.Int32,queen,Edm.String,37,Edm.Int32,2016-08-14T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,f2d30d3b-6d78-4dab-8251-e615445cc4a3,2020-11-09T18:28:38.810Z,38,Edm.Int32,,,,,e70dc1c2-cc96-47aa-866f-30265de10d8f,Edm.Guid,0,Edm.Int32,presidential,Edm.String,19,Edm.Int32,2003-05-05T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,f337697c-6d30-487f-ba51-6c58dafbfcdb,2020-11-09T18:28:22.630Z,26,Edm.Int32,19046,Edm.Double,2015-10-07T07:00:19.046Z,Edm.DateTime,a0f8b780-5818-4914-a63e-598ab375a96e,Edm.Guid,1,Edm.Int32,king,Edm.String,9,Edm.Int32,2015-10-07T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,f433725a-5141-49d6-84e3-23ee6c883d8d,2020-11-09T18:28:31.514Z,37,Edm.Int32,,,,,be229822-68f6-4b20-ae34-08fe85d9b748,Edm.Guid,0,Edm.Int32,twin,Edm.String,1,Edm.Int32,1995-03-18T08:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,f46806b3-af34-4794-b37f-7c5e11c10702,2020-11-09T18:28:20.619Z,32,Edm.Int32,,,,,14b16ae3-b52c-4fe7-a1ac-5ba671fd18d6,Edm.Guid,0,Edm.Int32,twin,Edm.String,18,Edm.Int32,2011-07-02T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,f56c42f3-9e9f-43da-b4ba-f19fabc7046e,2020-11-09T18:28:23.172Z,32,Edm.Int32,15457,Edm.Double,2019-06-11T07:00:15.457Z,Edm.DateTime,29f4d382-a3c6-4601-81aa-693ddbd11150,Edm.Guid,1,Edm.Int32,queen,Edm.String,23,Edm.Int32,2019-06-11T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,f69a6c2e-cae1-44ef-b1f0-38f2e52adc86,2020-11-09T18:28:47.605Z,39,Edm.Int32,,,,,d543b2c1-7026-4c19-8a20-099a29b205ce,Edm.Guid,0,Edm.Int32,presidential,Edm.String,19,Edm.Int32,2020-02-26T08:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,f6c81e26-071f-49d0-8d49-30fff8eb66fd,2020-11-09T18:28:38.618Z,37,Edm.Int32,,,,,594c4d15-0554-4261-a1db-5f57cb365e2c,Edm.Guid,0,Edm.Int32,presidential,Edm.String,-36,Edm.Int32,1998-10-12T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,f748aee6-3444-442d-b2ac-a44107af74f7,2020-11-09T18:28:13.820Z,25,Edm.Int32,,,,,de4bc768-e737-4f96-a75a-fc278dc0000e,Edm.Guid,0,Edm.Int32,twin,Edm.String,16,Edm.Int32,2010-05-14T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,f8f3784d-e51d-4633-af13-9c73da9b5bd0,2020-11-09T18:28:29.429Z,37,Edm.Int32,,,,,dd785f58-7cf7-4bcb-8b0d-f855aff5e4e2,Edm.Guid,0,Edm.Int32,presidential,Edm.String,-35,Edm.Int32,2020-06-24T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,f9837554-007f-402b-b9cc-0220b707e945,2020-11-09T18:28:37.925Z,35,Edm.Int32,106285,Edm.Double,2010-08-19T07:01:46.285Z,Edm.DateTime,9ac11fab-3389-4d70-9a74-74609dbbd684,Edm.Guid,1,Edm.Int32,presidential,Edm.String,25,Edm.Int32,2010-08-19T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,fb256d62-9864-4925-9e91-a8b313df3814,2020-11-09T18:28:50.295Z,32,Edm.Int32,331981,Edm.Double,1998-09-12T07:05:31.981Z,Edm.DateTime,a0ae3304-7355-44e2-8a5d-cececec29ad7,Edm.Guid,1,Edm.Int32,twin,Edm.String,31,Edm.Int32,1998-09-12T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,fb5019c2-ee77-47d2-a4d5-daa39a1d843e,2020-11-09T18:28:08.073Z,33,Edm.Int32,14057,Edm.Double,2003-06-13T07:00:14.057Z,Edm.DateTime,d98ef8b9-3daa-49cb-9ab5-f82afa5f1707,Edm.Guid,1,Edm.Int32,king,Edm.String,24,Edm.Int32,2003-06-13T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,fc587875-af6f-423b-9667-445860af228f,2020-11-09T18:28:37.729Z,38,Edm.Int32,8464,Edm.Double,2004-12-20T08:00:08.464Z,Edm.DateTime,885ca78a-e18c-4cc6-81ce-d83a5b7b0bb4,Edm.Guid,1,Edm.Int32,twin,Edm.String,18,Edm.Int32,2004-12-20T08:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,fc746f57-f8bb-404d-afb7-403912836e77,2020-11-09T18:28:30.897Z,26,Edm.Int32,12777,Edm.Double,2002-08-02T07:00:12.777Z,Edm.DateTime,ff1eda04-adb9-45dd-b1e3-cd8c6012cbe3,Edm.Guid,1,Edm.Int32,presidential,Edm.String,-23,Edm.Int32,2002-08-02T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,fd456b38-35d6-4864-b9b4-f4a2cee19038,2020-11-09T18:28:12.184Z,37,Edm.Int32,,,,,b56b736a-cc75-49bc-9e1f-98ff9335b95a,Edm.Guid,0,Edm.Int32,king,Edm.String,37,Edm.Int32,2005-02-19T08:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,fdbe44ef-b532-4295-a26b-86cc7fb46045,2020-11-09T18:28:36.230Z,28,Edm.Int32,,,,,e453d863-5159-4074-8068-277c8afb72e0,Edm.Guid,0,Edm.Int32,presidential,Edm.String,-34,Edm.Int32,1998-10-18T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,fe867f7b-0900-4fbd-91ff-405f3f1e82dc,2020-11-09T18:28:44.122Z,28,Edm.Int32,43518,Edm.Double,2010-11-12T08:00:43.518Z,Edm.DateTime,792dabe7-d05f-4fe7-bc79-7dbb66997bb3,Edm.Guid,1,Edm.Int32,twin,Edm.String,7,Edm.Int32,2010-11-12T08:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,febcbd86-4bd1-4556-ae0d-608c42b1d2f0,2020-11-09T18:28:22.674Z,37,Edm.Int32,,,,,7e17fc69-dd6a-4735-adb5-5a60d4fe7010,Edm.Guid,0,Edm.Int32,king,Edm.String,38,Edm.Int32,2012-05-24T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,ff3aa5b2-e253-449f-9538-150e7e049621,2020-11-09T18:28:48.915Z,35,Edm.Int32,,,,,79453a51-3187-42ae-b695-688368333a81,Edm.Guid,0,Edm.Int32,queen,Edm.String,18,Edm.Int32,2018-11-18T08:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,ff667bf7-6e0f-444c-a870-f8d2785c2d61,2020-11-09T18:28:25.441Z,34,Edm.Int32,145431,Edm.Double,2008-08-08T07:02:25.431Z,Edm.DateTime,31647197-ffd2-4678-8177-87b7d4d851e6,Edm.Guid,1,Edm.Int32,presidential,Edm.String,31,Edm.Int32,2008-08-08T07:00:00.000Z,Edm.DateTime
